Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
Story arc,Signal sequence,"A follow-on report titled signal sequence has been added to the running file; What was separate on the first reading now appears joined by timing, names, or placement on the map. The next step is yours to choose.",Keep the chain unbroken from desk to site,Hand it upward and wash your name off the matter,Cut across the official route and take the shortest way in,Nomad Clans relation +1; gain 260 Astra; lose 180 Deuterium,lose 420 Deuterium; gain 160 Aurelite,Nomad Clans relation +1; gain 1480 Deuterium; lose 180 Vulkron
Strange event,Glass opening near relay gallery,"A report under the name glass opening near relay gallery reached the administration desk this morning: The record includes hand measurements, lamp angles, and one blurred slate image. Nothing further has been entered.",Take samples and log the ground exactly as found,Leave it untouched and post a watch,Cut into it with industrial tools before the second shift ends,Stellar Federacy relation +1; gain 560 Deuterium; lose 100 Deuterium,Stellar Federacy relation -1; gain 240 Astra; lose 120 Vulkron,Stellar Federacy relation -1; gain 1060 Deuterium
Strange event,Inner growth near harbour offices,"Field staff filed inner growth near harbour offices just after first bell. The report carries practical details only: distance, colour, weight, and placement. The docket remains unsigned at the final line.",Move the nearest workers out and keep the machines running elsewhere,Suspend all nearby traffic until the readings settle,Use the event as cover and strip the surrounding stores,Terran Union relation +1; gain 120 Deuterium; lose 260 Astra,Terran Union relation +1; gain 30 Aurelite; gain 30 Vulkron; lose 100 Deuterium,Terran Union relation -1; gain 340 Aurelite; lose 300 Astra; lose 70 Astra
Story arc,Lodestar ledger,Archive staff have appended a fresh page called lodestar ledger to the standing docket. Clerks have begun cross-marking dates in the margin as if that might force a shape to emerge; No one has closed the file.,Follow the thread carefully and keep the papers together,Set the file aside until the next report arrives,Pull every loose cord at once and force the hidden thing into view,Nomad Clans relation +1; gain 20 Deuterium; lose 100 Deuterium,gain 30 Astra; lose 140 Vulkron,Nomad Clans relation -1; gain 560 Aurelite; gain 90 Vulkron
Signal,Seabed signal,"Seabed signal has been added to the signal queue for second review. The band is thin, bright, and oddly clean for something this far out... No faction key has been attached.",Wake the archive staff and answer under seal,Quarantine the channel and cut civilian access,Feed it a false star chart and watch where the answer turns,Helios Consortium relation +1; gain 40 Vulkron; lose 120 Deuterium,lose 60 Aurelite; gain 200 Vulkron,lose 1 ship: Hammer; gain 1600 Astra; gain 900 Deuterium; gain 420 Aurelite; Helios Consortium relation -1; lose 190 Aurelite
Tile incident,Yard dispute,Yard dispute moved from rumour to formal report this morning; The first account came from workers already on site; the second came from someone across the lane who saw the same thing from a stairwell. The matter remains with the district office.,Have the watch captain stand by while the mechanics work,Turn the matter over to the housing desk or yard office,Drag the whole lot into the square and make a public example of it,gain 560 Deuterium; lose 240 Aurelite,Terran Union relation +1; gain 340 Deuterium; lose 90 Deuterium,Terran Union relation -1; gain 1600 Astra; lose 120 Aurelite
Request,Survey request from Cira Holt,"A packet bearing the words survey request from cira holt has been added to today's register: The filing mixes official language with specifics from the ground: names, sums, and delivery hours. No answer has been entered yet.",Accept the filing and attach a modest bond,Bury it in review and make them come back twice,Split the request in half and sell each half to a rival,Nomad Clans relation +1; gain 90 Aurelite; lose 100 Deuterium,lose 180 Vulkron; lose 180 Astra; gain 190 Vulkron,Nomad Clans relation -1; gain 760 Deuterium; lose 100 Vulkron
Empire notice,Transit notice for upper berths,"A formal notice titled transit notice for upper berths now hangs in the civic hall. Readers keep checking the final paragraph, then going back to the top again. Clerks have started preparing blanks.",Send the clerks out and begin the count today,Wait for a second copy and do nothing yet,Use the notice to settle three old disputes at once,Terran Union relation +1; gain 70 Astra; lose 420 Aurelite,gain 70 Astra; gain 200 Vulkron; lose 120 Aurelite,Terran Union relation +1; gain 120 Vulkron; lose 220 Deuterium; lose 70 Aurelite
Signal,Archive beacon,A signal trace has been lifted from the edge of the system under the label archive beacon. Technicians say the carrier is steady; the interference sits underneath rather than across it; No reply has been sent.,Send a narrow-beam greeting and wait for return traffic,Mask the signal behind ordinary route noise,Bounce the transmission through the relay net and flush out the source,Nomad Clans relation +1; gain 560 Astra; lose 620 Aurelite,Nomad Clans relation +1; gain 260 Vulkron; gain 40 Aurelite; lose 140 Deuterium,Nomad Clans relation +1; gain 1360 Vulkron; lose 120 Aurelite; gain 90 Aurelite
Signal,Archive header,"Archive header entered the watch report during the late scan. One portion of the file carries speech beneath the static, though the words still break apart on replay... The chart beside it is still blank.",Route the signal to the observatory and hold all other traffic back,Record only and issue no reply,Piggyback a tracer burst onto the next return cycle,gain 20 Astra; lose 340 Astra,Eclipse Dominion relation -1; lose 90 Vulkron; lose 160 Vulkron; gain 180 Vulkron,Eclipse Dominion relation -1; gain 1140 Astra; lose 140 Deuterium
Faction movement,Stellar Federacy wagon line near north wall,"Scouts filed stellar federacy wagon line near north wall after a clean sighting on the lane; The note includes speed estimates, hull lights, and one uncertain count on the rear escort. The board still shows the original line.",Meet them at the boundary line and keep the terms plain,Shadow them at a distance and count their wagons,Split their column at the crossing and take what cannot run,Stellar Federacy relation +1; gain 260 Aurelite; lose 210 Vulkron,Stellar Federacy relation +1; lose 20 Aurelite; lose 80 Aurelite,gain 1 ship: Zenith; lose 1360 Astra; lose 620 Aurelite; lose 500 Aurelite; Stellar Federacy relation -1; gain 170 Vulkron
Empire notice,Fuel notice for ridge observatory,"A broadcast carrying the heading fuel notice for ridge observatory has been entered into the colony register: Every version matches down to the spacing, which suggests it was prepared long before it was sent. District heads are waiting for direction.",Comply in full and post the order in every district,Delay compliance and answer with questions,Follow the order in public and gut it in private,Terran Union relation +1; gain 420 Astra; lose 310 Aurelite,Terran Union relation -1; lose 70 Deuterium; gain 100 Deuterium,Terran Union relation -1; gain 300 Deuterium; lose 460 Vulkron; gain 50 Aurelite
Faction movement,Stellar Federacy patrol near relay gallery,Stellar Federacy patrol near relay gallery entered the registry through the route desk rather than the port office. The ships held formation long enough for a second tower to confirm the count. The route remains open for now.,Meet them at the boundary line and keep the terms plain,Shadow them at a distance and count their wagons,Split their column at the crossing and take what cannot run,gain 40 Vulkron; lose 300 Aurelite,lose 120 Deuterium; gain 140 Vulkron,Stellar Federacy relation -1; gain 300 Astra; lose 180 Aurelite
Tile incident,Solar stoppage,Solar stoppage moved from rumour to formal report this morning. The first account came from workers already on site; the second came from someone across the lane who saw the same thing from a stairwell; The matter remains with the district office.,Patch it quietly and keep the workday moving,Publish the fault and hold the district under review,Use the confusion to clear old debts off the books,gain 40 Vulkron; lose 460 Vulkron,lose 20 Deuterium; gain 120 Aurelite,Helios Consortium relation -1; gain 420 Aurelite; lose 500 Vulkron
Strange event,Cold chamber near outer piers,"Cold chamber near outer piers was carried up from the lower desk with witness signatures attached. No utility line, scheduled test, or weather note explains what was found on site... Further handling instructions are waiting on your call.",Move the nearest workers out and keep the machines running elsewhere,Suspend all nearby traffic until the readings settle,Use the event as cover and strip the surrounding stores,Voidborne Pact relation +1; gain 120 Vulkron; lose 180 Aurelite,Voidborne Pact relation +1; gain 620 Vulkron; lose 210 Deuterium,Voidborne Pact relation -1; gain 160 Deuterium; lose 260 Vulkron; gain 30 Astra
Signal,Archive ping,Archive ping was copied to archive after the signal board changed colour; Replay on the lower speakers brings out a second layer the first pass did not show. The operators have not cleared it from the board.,Answer on the public bands and log the exchange,Keep silent and map the pattern for another cycle,Broadcast a forged reply using old authority codes,gain 460 Deuterium; lose 220 Aurelite,gain 220 Astra; lose 160 Vulkron,Stellar Federacy relation -1; gain 420 Astra
Signal,Outer sequence,A signal trace has been lifted from the edge of the system under the label outer sequence: Technicians say the carrier is steady; the interference sits underneath rather than across it. No reply has been sent.,Wake the archive staff and answer under seal,Quarantine the channel and cut civilian access,Feed it a false star chart and watch where the answer turns,Stellar Federacy relation +1; gain 160 Astra; lose 20 Vulkron,Stellar Federacy relation +1; gain 620 Astra; gain 90 Deuterium; lose 380 Deuterium,Stellar Federacy relation +1; gain 240 Vulkron; lose 120 Deuterium
